2026-1-6 13:19:09-debug: asset-db:require-engine-code (534ms)
2026-1-6 13:19:09-log: Cannot access game frame or container.
2026-1-6 13:19:09-log: meshopt wasm decoder initialized
2026-1-6 13:19:09-log: [bullet]:bullet wasm lib loaded.
2026-1-6 13:19:09-log: [box2d]:box2d wasm lib loaded.
2026-1-6 13:19:09-log: Cocos Creator v3.8.7
2026-1-6 13:19:09-log: Using legacy pipeline
2026-1-6 13:19:09-log: Forward render pipeline initialized.
2026-1-6 13:19:09-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:28.72MB, end 79.89MB, increase: 51.18MB
2026-1-6 13:19:11-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:79.97MB, end 275.19MB, increase: 195.23MB
2026-1-6 13:19:11-debug: run package(linux) handler(enable) success!
2026-1-6 13:19:11-debug: run package(mac) handler(enable) success!
2026-1-6 13:19:11-debug: run package(linux) handler(enable) start
2026-1-6 13:19:11-debug: run package(mac) handler(enable) start
2026-1-6 13:19:11-debug: run package(migu-mini-game) handler(enable) start
2026-1-6 13:19:11-debug: run package(migu-mini-game) handler(enable) success!
2026-1-6 13:19:11-debug: run package(native) handler(enable) success!
2026-1-6 13:19:11-debug: run package(native) handler(enable) start
2026-1-6 13:19:11-debug: run package(oppo-mini-game) handler(enable) start
2026-1-6 13:19:11-debug: run package(oppo-mini-game) handler(enable) success!
2026-1-6 13:19:11-debug: run package(ohos) handler(enable) success!
2026-1-6 13:19:11-debug: run package(runtime-dev-tools) handler(enable) start
2026-1-6 13:19:11-debug: run package(runtime-dev-tools) handler(enable) success!
2026-1-6 13:19:11-debug: run package(taobao-mini-game) handler(enable) start
2026-1-6 13:19:11-debug: run package(ohos) handler(enable) start
2026-1-6 13:19:11-debug: run package(taobao-mini-game) handler(enable) success!
2026-1-6 13:19:11-debug: run package(vivo-mini-game) handler(enable) start
2026-1-6 13:19:11-debug: run package(vivo-mini-game) handler(enable) success!
2026-1-6 13:19:11-debug: run package(web-desktop) handler(enable) start
2026-1-6 13:19:11-debug: run package(web-desktop) handler(enable) success!
2026-1-6 13:19:11-debug: run package(web-mobile) handler(enable) start
2026-1-6 13:19:11-debug: run package(web-mobile) handler(enable) success!
2026-1-6 13:19:11-debug: run package(wechatgame) handler(enable) success!
2026-1-6 13:19:11-debug: run package(wechatgame) handler(enable) start
2026-1-6 13:19:11-debug: run package(wechatprogram) handler(enable) start
2026-1-6 13:19:11-debug: run package(wechatprogram) handler(enable) success!
2026-1-6 13:19:11-debug: run package(xiaomi-quick-game) handler(enable) start
2026-1-6 13:19:11-debug: run package(windows) handler(enable) start
2026-1-6 13:19:11-debug: run package(windows) handler(enable) success!
2026-1-6 13:19:11-debug: run package(xiaomi-quick-game) handler(enable) success!
2026-1-6 13:19:11-debug: run package(cocos-service) handler(enable) start
2026-1-6 13:19:11-debug: run package(cocos-service) handler(enable) success!
2026-1-6 13:19:11-debug: run package(im-plugin) handler(enable) start
2026-1-6 13:19:11-debug: run package(placeholder) handler(enable) success!
2026-1-6 13:19:11-debug: run package(im-plugin) handler(enable) success!
2026-1-6 13:19:11-debug: run package(placeholder) handler(enable) start
2026-1-6 13:19:11-debug: asset-db:worker-init: initPlugin (1212ms)
2026-1-6 13:19:11-debug: [Assets Memory track]: asset-db:worker-init start:28.70MB, end 276.07MB, increase: 247.37MB
2026-1-6 13:19:11-debug: Run asset db hook programming:beforePreStart success!
2026-1-6 13:19:11-debug: Run asset db hook programming:beforePreStart ...
2026-1-6 13:19:11-debug: Run asset db hook engine-extends:beforePreStart ...
2026-1-6 13:19:11-debug: Run asset db hook engine-extends:beforePreStart success!
2026-1-6 13:19:11-debug: Preimport db  success
2026-1-6 13:19:11-debug: Preimport db  success
2026-1-6 13:19:11-debug: Run asset db hook programming:afterPreStart ...
2026-1-6 13:19:11-debug: starting packer-driver...
2026-1-6 13:19:11-debug: asset-db-hook-programming-beforePreStart (31ms)
2026-1-6 13:19:11-debug: asset-db:worker-init (1901ms)
2026-1-6 13:19:11-debug: asset-db-hook-engine-extends-beforePreStart (30ms)
2026-1-6 13:19:21-debug: initialize scripting environment...
2026-1-6 13:19:21-debug: [[Executor]] prepare before lock
2026-1-6 13:19:21-debug: Set detail map pack:///resolution-detail-map.json: {}
2026-1-6 13:19:21-debug: [[Executor]] prepare after unlock
2026-1-6 13:19:21-debug: Run asset db hook engine-extends:afterPreStart ...
2026-1-6 13:19:21-debug: Run asset db hook programming:afterPreStart success!
2026-1-6 13:19:21-debug: asset-db-hook-programming-afterPreStart (10372ms)
2026-1-6 13:19:21-debug: recompile effect.bin success
2026-1-6 13:19:21-debug: Run asset db hook engine-extends:afterPreStart success!
2026-1-6 13:19:21-debug: Start up the 'internal' database...
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\effectbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\label-atlasbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\effect-headerbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\auto-atlasbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\materialbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\physics-materialbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\render-texturebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\render-pipelinebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\prefabbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\scenebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\terrainbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\typescriptbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmapbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_fonts\builtin-freetypebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\2dbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\3dbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\effectsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\uibackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\lightbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\advancedbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\dependencies\texturesbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\internalbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\legacybackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\for2dbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\particlesbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\pipelinebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\builtin\internalbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\utilbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\builtin\functionalitiesbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\builtin\uniformsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\databackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\colorbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\effectbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\debugbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\graph-expressionbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\meshbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\mathbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\shadowbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\lightingbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\common\texturebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-models\default-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\legacy\main-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-models\data-structuresbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-models\includesbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-models\lighting-flowbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-models\model-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\shading-entries\data-structuresbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\surfaces\data-structuresbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\surfaces\default-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\surfaces\includesbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\surfaces\effect-macrosbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\surfaces\module-functionsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\animation-graph\ts-animation-graphbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\effect-header\chunkbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\render-pipeline\ts-render-flowbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\render-pipeline\ts-render-pipelinebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\render-pipeline\ts-render-stagebackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_content\typescript\tsbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefab\2d\uibackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\dependencies\textures\lutbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\internal\editorbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effects\pipeline\post-processbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\miscbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-reflectmapbackground: #aaff85; color: #000;color: #000;
2026-1-6 13:19:21-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadowbackground: #aaff85; color: #000;color: #000;
